open,high,low,close,volume,vwap,trade_count,rsi
-0.6506703990897101,-0.6528064319979667,-0.6532865421498312,-0.6571370730337701,-0.01571068841329046,-0.6545868883111121,-0.10517322863635056,0.6578202730863488
-0.6950682631687972,-0.6896101162422645,-0.6966357719595373,-0.6936856357566601,-0.394677718164148,-0.6937835480655151,-0.5856836155495913,-2.8649376374794597
0.6919955934446498,0.6703207370413768,0.6634999633568841,0.6467804363632059,-0.43420611506653295,0.6543438878974783,-0.31111148601119076,0.7085141265368936
0.501176247355134,0.4902604478989912,0.5116345922578643,0.50798040336356,-0.2251212555662216,0.49969356582138785,-0.1563532156304839,0.3756703444511744
0.38634690634551394,0.3688082898928083,0.39263881042874554,0.3779125895886511,-0.6048770079376549,0.3775275253033437,-0.8210646553908804,-0.49288234073823983
-0.5515315869067722,-0.5487492228657396,-0.549741970945954,-0.5497448607940645,-0.04111754328481358,-0.5479687081103004,-0.10119769270503365,0.5538357020984566
-0.5984272705972818,-0.5980696317987821,-0.5943072682585727,-0.5927369562513368,-0.41170117251834665,-0.5941390686095434,-0.6005011891037346,1.1902660770499263
-0.5325692661947056,-0.5360068152075722,-0.5401207309964401,-0.5340409504140945,-0.03959015483612165,-0.5370607655054412,-0.2044938412835782,0.9581354079614692
0.047839578160904665,0.044762266258815415,0.061367715958862916,0.05897532451742064,-0.5987462736121556,0.0540831724835192,-0.812699541537243,-0.15022044084139285
-0.5120941814926226,-0.5189941385633613,-0.5303564242818775,-0.5302029992225771,-0.024583962966895866,-0.527811928361053,0.12128575591207527,0.08132281955840173
0.41635592224049117,0.4075215992629895,0.4000782822112693,0.3841096483933031,-0.34111514028492324,0.3945571386470159,-0.312289490436922,1.5513762454355389
-0.5687524700024245,-0.5652414398620051,-0.5626895131828464,-0.5590404490010423,0.2561702168898264,-0.5618683546355696,0.558514098411785,-0.7641574541829537
-0.5766329149736729,-0.5720119289446826,-0.5710231522469236,-0.5655896134195949,-0.20687593466552753,-0.5702036724578022,-0.26027409128394974,0.14943849704771492
-0.6389904538644668,-0.6281896281024882,-0.6361542970352692,-0.6241095664498869,0.5057596705520395,-0.6291968626282446,0.80424802007237,-1.09752056037708
0.24893164715936933,0.26982026745838045,0.26452252232778256,0.26939363938446337,-0.5693136948131368,0.27104194024676403,-0.7421566793089674,-0.6148111804962014
-0.6261143696703735,-0.6240926141960474,-0.6276418245148813,-0.6274897803433334,-0.1919278959951597,-0.6250611495585564,-0.42557027994895835,-1.4076087368184875
0.2771816351589786,0.2593694099512733,0.2785072986112767,0.26689368952576864,-0.4095095471515522,0.265975792656934,-0.33453233916600894,0.1367008667309849
