open,high,low,close,volume,trade_count,vwap,macd,signal_line
1.8509497864432622,1.8421215702203397,1.8306093277559377,1.8348684295986297,-0.2773358742746224,-0.02924479897708027,1.8332008485196967,-0.6232583780860108,-0.3707000061929252
-0.7804913576286344,-0.7823214766841645,-0.7937070017619697,-0.7979458660462755,-0.21998311201850304,-0.04615618056356785,-0.7891078688083452,0.1875019842783157,0.3370070033457463
-0.6047133030654608,-0.6084284341477163,-0.6022428158750482,-0.6058359086231013,0.39135884781798264,-0.4922020317708778,-0.6046640915311474,-0.12316944126961317,-0.4529827127702202
0.7281085467749429,0.7755222401041768,0.7139779730675777,0.7373502029613697,2.559292662076105,5.179689261844695,0.739945711760207,4.380330450133415,4.304351581096074
-0.7927597786292977,-0.7962944812676125,-0.7949570399723304,-0.7967677025267251,-0.2241812662122564,-0.09863696415483963,-0.7966177526512493,0.10671202716609128,0.06413758114876066
0.8653485105111747,0.8578343803660595,0.861274142188419,0.8561957154026144,-0.43841035772144726,-0.5049671865977439,0.856431061161587,-1.6733859086335192,-1.608384995699694
0.3322613584428122,0.3273015099386296,0.32723004009541057,0.32657656149644637,-0.3921392392413173,-0.3556866995239708,0.3277827682683072,-1.9645713463286099,-1.4117025170883213
-0.7524195468644052,-0.7561752674245076,-0.7478722673820755,-0.7524133112024713,-0.43958900716113397,-0.5142553874883921,-0.7520780296369718,0.1730274550967789,0.12131824644544324
-1.0066600453414245,-1.0076768993507315,-1.0076024288681422,-1.0101539070382524,3.0382711773641358,-0.2752760183511544,-1.006339236937325,0.09015773237500097,-0.0415734601802962
0.3753048016146302,0.37101686510292364,0.3555427110944088,0.3701686117198147,0.02196149889619557,-0.36154691766060115,0.3749126713264258,1.8383350172464985,1.8169954876594596
1.2774184329405105,1.2780406231976025,1.2851759886351974,1.2818592646425624,-0.4104955917927979,-0.40168696333740905,1.2815482590586877,-0.14586036939738406,0.16789105469971896
-0.619348766875009,-0.6232999552874683,-0.6152293239493516,-0.6194859725531405,-0.43278538733763755,-0.4907165725774701,-0.6192279047556913,-1.722174408026554,-1.473027414664512
-0.3583744994702247,-0.35803352007375333,-0.36174935351508875,-0.35336239675707554,0.22160922495090815,0.5951704215309535,-0.3602993753620846,0.3741586646392266,0.43459852731419824
